Compound,Element,Anion,MW (g/mol),Temp (°C),Mass %,Molarity (M),log S,g/100mL H2O,Source,Substance Name,SMILES,Data Quality,SD,Measurements
tetrasodium 5-{[(2E)-6-[bis(2-hydroxyethyl)amino]-,,,1165.056,25,28.57142857,0.343331136,-0.46428681,40,"Sci Data 6, 143 (2019) - G3","tetrasodium 5-{[(2E)-6-[bis(2-hydroxyethyl)amino]-4-[(4-sulfonatophenyl)amino]-1,2-dihydro-1,3,5-triazin-2-ylidene]amino}-2-[(E)-2-(4-{[(2E)-6-[bis(2-hydroxyethyl)amino]-4-[(4-sulfonatophenyl)amino]-1,2-dihydro-1,3,5-triazin-2-ylidene]amino}-2-sulfonatophenyl)ethenyl]benzene-1-sulfonate",[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1,G3,0.105426683,2
tetrasodium 8-[[4-[(4-amino-3-sulphonatophenyl)azo,,,1098.951,25,0.442037354,0.004040217,-2.393595358,0.444,"Sci Data 6, 143 (2019) - G3",tetrasodium 8-[[4-[(4-amino-3-sulphonatophenyl)azo]-6-sulphonatonaphthyl]azo]-5-[[6-(benzoylamino)-1-hydroxy-3-sulphonato-2-naphthyl]azo]naphthalene-2-sulphonate,[Na+].[Na+].[Na+].[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O,G3,0.334083782,2
thiazafluron,,,240.21,25,0.20954634,0.008741783,-2.0584,0.209986359,"Sci Data 6, 143 (2019) - G3",thiazafluron,CNC(=O)N(C)c1sc(nn1)C(F)(F)F,G3,0.0392,2
"thidiazuron; 1-(1,2,3-thiadiazol-5-yl)-3-phenylure",,,220.257,25,0.003111116,0.000141254,-3.85,0.003111213,"Sci Data 6, 143 (2019) - G3","thidiazuron; 1-(1,2,3-thiadiazol-5-yl)-3-phenylurea",O=C(NC1=CN=NS1)NC2=CC=CC=C2,G3,0.09595,2
thiobencarb,,,257.786,25,0.00279993,0.000108618,-3.9641,0.002800008,"Sci Data 6, 143 (2019) - G3",thiobencarb,CCN(CC)C(=O)SCc1ccc(Cl)cc1,G3,0.01705,2
"thiocyanic acid, ammonium salt",,,76.124,25,38.64927217,8.2756097,0.9178,62.99725128,"Sci Data 6, 143 (2019) - G3","thiocyanic acid, ammonium salt",[NH4+].[S-]C#N,G3,0.1003392,2
thiodicarb,,,354.479,25,0.003500059,9.87416E-05,-4.0055,0.003500181,"Sci Data 6, 143 (2019) - G3",thiodicarb,CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,G3,0.13175,2
thiopental;  5-ethyl-5-(2-pentyl)-2-thiobarbituric,,,242.344,25,0.006087036,0.000251189,-3.6,0.006087406,"Sci Data 6, 143 (2019) - G3",thiopental;  5-ethyl-5-(2-pentyl)-2-thiobarbituric  acid,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,G3,0.12,2
thiophene,,,84.143,25,0.301090706,0.03589128,-1.445011049,0.302,"Sci Data 6, 143 (2019) - G3",thiophene,s1cccc1,G3,0.057505525,2
tolbutamide,,,270.354,25,0.018274833,0.000676083,-3.17,0.018278174,"Sci Data 6, 143 (2019) - G3",tolbutamide,CCCCNC(=O)N[S](=O)(=O)C1=CC=C(C)C=C1,G3,0.11225,2
tolclofos-methyl,,,301.131,25,0.00010999,3.65258E-06,-5.4374,0.000109991,"Sci Data 6, 143 (2019) - G3",tolclofos-methyl,CO[P](=S)(OC)Oc1c(Cl)cc(C)cc1Cl,G3,0.2198,2
toluenesulphonamide,,,171.221,25,0.507412198,0.029786066,-1.525986853,0.51,"Sci Data 6, 143 (2019) - G3",toluenesulphonamide,Cc1ccccc1[S](N)(=O)=O,G3,0.251725097,2
tri-2-chloroethyl phosphate,,,285.491,25,0.695125132,0.024518845,-1.6105,0.699990945,"Sci Data 6, 143 (2019) - G3",tri-2-chloroethyl phosphate,ClCCO[P](=O)(OCCCl)OCCCl,G3,0.02744607,2
triadimenol,,,295.77,25,0.011997811,0.000405695,-3.3918,0.011999251,"Sci Data 6, 143 (2019) - G3",triadimenol,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,G3,0.2891,2
triazophos,,,313.319,25,0.003900047,0.00012448,-3.9049,0.003900199,"Sci Data 6, 143 (2019) - G3",triazophos,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,G3,0.09855,2
"triazoxide;  7-chloro-3-(1h-imidazol-1-yl)-1,2,4-b",,,247.645,25,0.005805028,0.000234423,-3.63,0.005805365,"Sci Data 6, 143 (2019) - G3","triazoxide;  7-chloro-3-(1h-imidazol-1-yl)-1,2,4-benzotriazine 1-oxide",[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3,G3,0.1162,2
tricalcium diphosphate,,,310.174,25,0.000769994,2.48248E-05,-4.605114666,0.00077,"Sci Data 6, 143 (2019) - G3",tricalcium diphosphate,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,G3,0.034462678,2
trichloromethane,,,119.378,25,0.793650794,0.067014023,-1.173834312,0.8,"Sci Data 6, 143 (2019) - G3",trichloromethane,ClC(Cl)Cl,G3,0.018214633,2
triclopyr,,,256.472,25,0.043979361,0.001715537,-2.7656,0.043998712,"Sci Data 6, 143 (2019) - G3",triclopyr,OC(=O)COc1nc(Cl)c(Cl)cc1Cl,G3,0.0072,2
triethoxy(2-methylpropyl)silane,,,220.385,25,0.021195507,0.000961953,-3.016846171,0.0212,"Sci Data 6, 143 (2019) - G3",triethoxy(2-methylpropyl)silane,CCO[Si](CC(C)C)(OCC)OCC,G3,0.195918705,2
trifluoromethane,,,70.013,25,0.407385737,0.058425172,-1.2334,0.409052157,"Sci Data 6, 143 (2019) - G3",trifluoromethane,FC(F)F,G3,0.344267334,2
triforine,,,434.966,25,0.003009139,6.91831E-05,-4.16,0.00300923,"Sci Data 6, 143 (2019) - G3",triforine,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,G3,0.015,2
"trimagnesium(2+) ion bis(2-hydroxypropane-1,2,3-tr",,,457.161,25,1.283316881,0.028436371,-1.546125822,1.3,"Sci Data 6, 143 (2019) - G3","trimagnesium(2+) ion bis(2-hydroxypropane-1,2,3-tricarboxylate)",[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,G3,0.134422656,2
trimellitic acid,,,210.141,25,2.056767624,0.099930946,-1.0003,2.099958899,"Sci Data 6, 143 (2019) - G3",trimellitic acid,OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,G3,0.30015,2
trimethoprim,,,290.323,25,0.039985981,0.001377844,-2.8608,0.040001976,"Sci Data 6, 143 (2019) - G3",trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,G3,0.0446,2
trimethyl[(trimethylsilyl)oxy]silane,,,162.381,25,0.0002,1.23167E-05,-4.909505216,0.0002,"Sci Data 6, 143 (2019) - G3",trimethyl[(trimethylsilyl)oxy]silane,C[Si](C)(C)O[Si](C)(C)C,G3,0.166247392,2
trimethylamine,,,59.112,25,47.08912366,15.05566698,1.1777,88.99705867,"Sci Data 6, 143 (2019) - G3",trimethylamine,CN(C)C,G3,0.16885,2
triphenylene,,,228.294,25,4.10955E-06,1.80011E-07,-6.7447,4.10955E-06,"Sci Data 6, 143 (2019) - G3",triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,G3,0.00935,2
triphenylphosphane,,,262.292,25,1.65E-05,6.2907E-07,-6.2013011,1.65E-05,"Sci Data 6, 143 (2019) - G3",triphenylphosphane,c1ccc(cc1)P(c2ccccc2)c3ccccc3,G3,0.131620717,2
"tripotassium 2-hydroxypropane-1,2,3-tricarboxylate",,,306.393,25,37.73349938,1.977851974,0.296193785,60.6,"Sci Data 6, 143 (2019) - G3","tripotassium 2-hydroxypropane-1,2,3-tricarboxylate",[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,G3,0.202524048,2
"tris(1,3-dichloropropan-2-yl) phosphate",,,430.907,25,0.001809967,4.20044E-05,-4.376704974,0.00181,"Sci Data 6, 143 (2019) - G3","tris(1,3-dichloropropan-2-yl) phosphate",ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,G3,0.206290267,2
tris(2-butoxyethyl) phosphate,,,398.477,25,0.066306006,0.00166509,-2.778562332,0.06635,"Sci Data 6, 143 (2019) - G3",tris(2-butoxyethyl) phosphate,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,G3,0.109781166,2
"tris(2-hydroxyethyl)-1,3,5-triazinane-2,4,6-trione",,,261.234,25,36.38676845,2.189607784,0.340366328,57.2,"Sci Data 6, 143 (2019) - G3","tris(2-hydroxyethyl)-1,3,5-triazinane-2,4,6-trione",OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,G3,0.151650906,2
tris(2-hydroxyethyl)azanium acetate,,,209.242,25,50,4.779155236,0.679351138,100,"Sci Data 6, 143 (2019) - G3",tris(2-hydroxyethyl)azanium acetate,CC(O)=O.OCCN(CCO)CCO,G3,0.238560627,2
tris(6-methylheptyl)amine,,,353.679,25,0.003099904,8.76501E-05,-4.05724758,0.0031,"Sci Data 6, 143 (2019) - G3",tris(6-methylheptyl)amine,CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,G3,0.336495581,2
tris(tris(2-hydroxyethyl)azanium) 2-(cyanoamino)-5,,,1167.244,25,14.96598639,0.150782527,-0.821648982,17.6,"Sci Data 6, 143 (2019) - G3","tris(tris(2-hydroxyethyl)azanium) 2-(cyanoamino)-5-{2-[4-({4-[2-(6,8-disulfonatonaphthalen-2-yl)diazen-1-yl]-2-methoxyphenyl}carbamoyl)phenyl]diazen-1-yl}-6-hydroxypyrimidin-4-olate",COc1cc(ccc1NC(=O)c2ccc(cc2)N=Nc3c(O)nc(NC#N)nc3[O-])N=Nc4ccc5cc(cc(c5c4)[S]([O-])(=O)=O)[S]([O-])(=O)=O.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO,G3,0.038353313,2
trisodium (3Z)-7-({4-chloro-6-[ethyl({3-[2-(sulfon,,,940.256,25,6.085649887,0.068917401,-1.161671108,6.48,"Sci Data 6, 143 (2019) - G3","trisodium (3Z)-7-({4-chloro-6-[ethyl({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl})amino]-1,3,5-triazin-2-yl}amino)-3-[2-(4-methoxy-2-sulfonatophenyl)hydrazin-1-ylidene]-4-oxo-3,4-dihydronaphthalene-2-sulfonate",[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,G3,0.142667504,2
trisodium (4E)-3-oxo-4-[2-(4-sulfonatonaphthalen-1,,,604.483,25,4.761904762,0.082715312,-1.082414087,5,"Sci Data 6, 143 (2019) - G3","trisodium (4E)-3-oxo-4-[2-(4-sulfonatonaphthalen-1-yl)hydrazin-1-ylidene]-3,4-dihydronaphthalene-2,7-disulfonate",[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(c1)C=C(C(=O)/C2=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)[S]([O-])(=O)=O,G3,0.039590623,2
trisodium 2-({2-[bis(carboxylatomethyl)amino]ethyl,,,344.207,25,32.43243243,1.394509699,0.144421539,48,"Sci Data 6, 143 (2019) - G3",trisodium 2-({2-[bis(carboxylatomethyl)amino]ethyl}(2-hydroxyethyl)amino)acetate,[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,G3,0.008864383,2
trisodium 2-[bis(carboxylatomethyl)amino]acetate,,,257.085,25,39.02439024,2.489449015,0.396103236,63.99999999,"Sci Data 6, 143 (2019) - G3",trisodium 2-[bis(carboxylatomethyl)amino]acetate,[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,G3,0.081151487,2
"trisodium 2-hydroxypropane-1,2,3-tricarboxylate",,,258.069,25,29.8245614,1.646846386,0.216653091,42.5,"Sci Data 6, 143 (2019) - G3","trisodium 2-hydroxypropane-1,2,3-tricarboxylate",[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,G3,0.097868452,2
tropacocaine,,,245.322,25,0.104780677,0.004275629,-2.369,0.104890582,"Sci Data 6, 143 (2019) - G3",tropacocaine,CN1C2CCC1CC(C2)OC(=O)c3ccccc3,G3,0.10485,2
tropic acid,,,166.176,25,1.912847847,0.117354568,-0.9305,1.950151273,"Sci Data 6, 143 (2019) - G3",tropic acid,OCC(C(O)=O)c1ccccc1,G3,0.0055,2
undec-3-ene,,,154.297,25,9.99999E-05,6.48101E-06,-5.188357482,0.0001,"Sci Data 6, 143 (2019) - G3",undec-3-ene,CCCCCCC\C=C\CC,G3,0.039590623,2
undecanoic acid,,,186.295,25,0.005220096,0.000280221,-3.5525,0.005220369,"Sci Data 6, 143 (2019) - G3",undecanoic acid,CCCCCCCCCCC(O)=O,G3,0.12625,2
uracil,,,112.088,25,0.369785761,0.033113112,-1.48,0.371158251,"Sci Data 6, 143 (2019) - G3",uracil,C1=CC(=O)NC(=O)N1,G3,0.00665,2
urea,,,60.056,25,35.27508091,9.07486346,0.957840099,54.5,"Sci Data 6, 143 (2019) - G3",urea,NC(N)=O,G3,0.029394044,2
"valeric acid, 4-(benzamido)-",,,221.256,25,0.447966145,0.020337614,-1.6917,0.449981912,"Sci Data 6, 143 (2019) - G3","valeric acid, 4-(benzamido)-",CC(CCC(O)=O)NC(=O)c1ccccc1,G3,0.02585,2
vamidothion,,,287.343,25,49.90793249,3.467368505,0.54,99.63240682,"Sci Data 6, 143 (2019) - G3",vamidothion,CNC(=O)C(C)SCCS[P](=O)(OC)OC,G3,0.302,2
vitavax;  carboxin,,,235.308,25,0.017043652,0.000724436,-3.14,0.017046558,"Sci Data 6, 143 (2019) - G3",vitavax;  carboxin,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,G3,0.03215,2
xipamide,,,354.815,25,0.004466657,0.000125893,-3.9,0.004466856,"Sci Data 6, 143 (2019) - G3",xipamide,CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C,G3,0.0567,2
"xylylcarb;  3,4-xylyl methylcarbamate;  3,4-dimeth",,,179.219,25,0.057960518,0.003235937,-2.49,0.057994132,"Sci Data 6, 143 (2019) - G3","xylylcarb;  3,4-xylyl methylcarbamate;  3,4-dimethylphenyl methylcarbamate",CNC(=O)OC1=CC(=C(C)C=C1)C,G3,0.1753,2
zinc bis(2-hydroxypropanoate),,,243.53,25,4.598359092,0.197922227,-0.703505431,4.82,"Sci Data 6, 143 (2019) - G3",zinc bis(2-hydroxypropanoate),[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,G3,0.230147285,2
"zinc(2+) ion bis(2,2-dimethyloctanoate)",,,407.91,25,0.011918579,0.000292221,-3.534288097,0.01192,"Sci Data 6, 143 (2019) - G3","zinc(2+) ion bis(2,2-dimethyloctanoate)",[Zn++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,G3,0.396653726,2
zinc(2+) ion bis(2-ethylhexanoate),,,351.802,25,50.0998004,2.853878034,0.455435409,100.4,"Sci Data 6, 143 (2019) - G3",zinc(2+) ion bis(2-ethylhexanoate),[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,G3,0.364685669,2
zinc(2+) ion dichloride,,,136.296,25,30.16759776,3.169572108,0.501000636,43.2,"Sci Data 6, 143 (2019) - G3",zinc(2+) ion dichloride,[Cl-].[Cl-].[Zn++],G3,0.147222907,2
"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihy",,,347.224,25,0.349772299,0.010108748,-1.995302619,0.351,"Sci Data 6, 143 (2019) - G3","{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,G3,0.22735131,2
"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]he",,,136.238,25,0.000694995,5.10137E-05,-4.292313455,0.000695,"Sci Data 6, 143 (2019) - G4","(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",CC1(C)C2CCC(=C)C1C2,G4,1.247787366,3
(2E)-but-2-enedioic acid,,,116.072,25,0.695134062,0.060307395,-1.219629428,0.7,"Sci Data 6, 143 (2019) - G4",(2E)-but-2-enedioic acid,OC(=O)\C=C\C(O)=O,G4,2.898700153,6
"(2R,3R)-2,3-dihydroxybutanedioic acid",,,150.086,25,35.8974359,3.731194115,0.571847844,56,"Sci Data 6, 143 (2019) - G4","(2R,3R)-2,3-dihydroxybutanedioic acid",OC(C(O)C(O)=O)C(O)=O,G4,0.682832682,10
(4-methoxyphenyl)methanol,,,138.166,25,2.426639713,0.180000145,-0.744727146,2.48699,"Sci Data 6, 143 (2019) - G4",(4-methoxyphenyl)methanol,COc1ccc(CO)cc1,G4,0.561791562,3
"1,1-bis[(2-methylbutan-2-yl)peroxy]cyclohexane",,,288.428,25,9.99999E-05,3.46707E-06,-5.460037419,0.0001,"Sci Data 6, 143 (2019) - G4","1,1-bis[(2-methylbutan-2-yl)peroxy]cyclohexane",CCC(C)(C)OOC1(CCCCC1)OOC(C)(C)CC,G4,0.50464406,3
"1,11-undecanedicarboxylic acid;  tridecanedioic  a",,,244.331,25,0.003962428,0.000162181,-3.79,0.003962585,"Sci Data 6, 143 (2019) - G4","1,11-undecanedicarboxylic acid;  tridecanedioic  acid;  brassylic  acid",OC(=O)CCCCCCCCCCCC(O)=O,G4,0.915757441,3
"1,2-Benzenedicarboxylic acid, di-C8-10-branched al",,,418.618,25,1E-05,2.38881E-07,-6.621817899,1E-05,"Sci Data 6, 143 (2019) - G4","1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,G4,1.244065111,4
"1,2-bis(2-ethylhexyl) benzene-1,2-dicarboxylate",,,390.564,25,4.1E-06,1.04976E-07,-6.978908353,4.1E-06,"Sci Data 6, 143 (2019) - G4","1,2-bis(2-ethylhexyl) benzene-1,2-dicarboxylate",CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,G4,0.613829359,7
"1,3-diphenylguanidine",,,211.268,25,0.146784227,0.006957987,-2.157516386,0.147,"Sci Data 6, 143 (2019) - G4","1,3-diphenylguanidine",NC(Nc1ccccc1)=Nc2ccccc2,G4,1.067788037,8
"1,4-dibutyl benzene-1,4-dicarboxylate",,,278.348,25,1.1E-05,3.95189E-07,-6.40319542,1.1E-05,"Sci Data 6, 143 (2019) - G4","1,4-dibutyl benzene-1,4-dicarboxylate",CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,G4,0.688111365,6
"1,6-bis(2-ethylhexyl) hexanedioate",,,370.574,25,1E-05,2.69852E-07,-6.568874945,1E-05,"Sci Data 6, 143 (2019) - G4","1,6-bis(2-ethylhexyl) hexanedioate",CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,G4,1.129360843,4
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethan-1",,,257.12,25,0.01399804,0.000544493,-3.264007824,0.014,"Sci Data 6, 143 (2019) - G4","1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethan-1-ol",OC(Cn1ccnc1)c2ccc(Cl)cc2Cl,G4,0.928145632,3
1-[2-dimethylamino-1-(4-methoxyphenyl)ethyl]cycloh,,,277.408,25,33.37774817,1.806004153,0.256718745,50.1,"Sci Data 6, 143 (2019) - G4",1-[2-dimethylamino-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,G4,0.651849345,3
1-chloropropane,,,78.542,25,0.275737586,0.035204095,-1.45340682,0.2765,"Sci Data 6, 143 (2019) - G4",1-chloropropane,CCCCl,G4,1.412541584,3
1-hexadecanol,,,242.447,25,4.12019E-06,1.69942E-07,-6.7697,4.12019E-06,"Sci Data 6, 143 (2019) - G4",1-hexadecanol,CCCCCCCCCCCCCCCCO,G4,0.659963878,6
1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,,,136.238,25,0.001939962,0.000142398,-3.84649653,0.00194,"Sci Data 6, 143 (2019) - G4",1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,CC(=C)C1CCC(=CC1)C,G4,0.730589006,9
"2,2'-dithiobisbenzothiazole",,,332.5,25,0.000999971,3.00746E-05,-4.5218,0.000999981,"Sci Data 6, 143 (2019) - G4","2,2'-dithiobisbenzothiazole",S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,G4,1.279858235,4
"2,2-dimethyl-1-pentanol",,,116.204,25,0.421006509,0.036383125,-1.4391,0.422786467,"Sci Data 6, 143 (2019) - G4","2,2-dimethyl-1-pentanol",CCCC(C)(C)CO,G4,0.509975339,3
"2,3,3',4,4'-pentachloro-1,1'-biphenyl",,,326.437,25,3.40016E-07,1.0416E-08,-7.9823,3.40016E-07,"Sci Data 6, 143 (2019) - G4","2,3,3',4,4'-pentachloro-1,1'-biphenyl",Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2Cl,G4,0.51117431,3
"2,3-dichloro-1,4-naphthoquinone",,,227.046,25,0.00021495,9.46724E-06,-5.023776406,0.00021495,"Sci Data 6, 143 (2019) - G4","2,3-dichloro-1,4-naphthoquinone",ClC1=C(Cl)C(=O)c2ccccc2C1=O,G4,0.793620271,4
"2,4,6-tribromophenol",,,330.801,25,0.006999007,0.000211592,-3.6745,0.006999497,"Sci Data 6, 143 (2019) - G4","2,4,6-tribromophenol",Oc1c(Br)cc(Br)cc1Br,G4,0.551540765,3
"2,4-dichloro-1-nitrobenzene",,,192.001,25,0.018796466,0.000979162,-3.009145641,0.0188,"Sci Data 6, 143 (2019) - G4","2,4-dichloro-1-nitrobenzene",[O-][N+](=O)c1ccc(Cl)cc1Cl,G4,0.952044704,3
"2,6-di-tert-butyl-4-[(3,5-di-tert-butyl-4-hydroxyp",,,424.669,25,1E-07,2.35478E-09,-8.62805056,1E-07,"Sci Data 6, 143 (2019) - G4","2,6-di-tert-butyl-4-[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]phenol",CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,G4,1.155435599,3
"2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol",,,263.425,25,0.051173799,0.001943627,-2.711387028,0.0512,"Sci Data 6, 143 (2019) - G4","2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol",CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,G4,1.210300847,4
"2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)prop",,,543.875,25,0.00011,2.02252E-06,-5.694106411,0.00011,"Sci Data 6, 143 (2019) - G4","2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol",CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,G4,0.635897042,7
2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-,,,658.891,25,7E-07,1.06239E-08,-7.973715535,7E-07,"Sci Data 6, 143 (2019) - G4","2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,G4,1.85592384,3
2-[3-(benzoyl)phenyl]propanoic acid,,,254.285,25,0.008615556,0.000338844,-3.47,0.008616299,"Sci Data 6, 143 (2019) - G4",2-[3-(benzoyl)phenyl]propanoic acid,CC(C(=O)O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1,G4,0.733690563,3
2-acetylaminophenol;  2-hydroxyacetanilide,,,151.165,25,0.111934728,0.007413102,-2.13,0.112060163,"Sci Data 6, 143 (2019) - G4",2-acetylaminophenol;  2-hydroxyacetanilide,CC(=O)NC1=C(O)C=CC=C1,G4,0.819197698,3
"2-benzothiazolesulfenamide, n,n-dicyclohexyl-",,,346.565,25,5.63877E-06,1.62705E-07,-6.7886,5.63877E-06,"Sci Data 6, 143 (2019) - G4","2-benzothiazolesulfenamide, n,n-dicyclohexyl-",C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4,G4,1.519928859,4
2-chlorotoluene,,,126.586,25,0.037387229,0.002954609,-2.5295,0.037401212,"Sci Data 6, 143 (2019) - G4",2-chlorotoluene,Cc1ccccc1Cl,G4,0.843197843,4
2-cyclohexyl-6-[(3-cyclohexyl-2-hydroxy-5-methylph,,,392.583,25,4.12E-06,1.04946E-07,-6.979034273,4.12E-06,"Sci Data 6, 143 (2019) - G4",2-cyclohexyl-6-[(3-cyclohexyl-2-hydroxy-5-methylphenyl)methyl]-4-methylphenol,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4,G4,0.547804152,5
"2-ethylpentyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)",,,376.581,25,3E-06,7.96641E-08,-7.09873715,3E-06,"Sci Data 6, 143 (2019) - G4","2-ethylpentyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate",CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,G4,3.270213533,4
2-methoxyphenol,,,124.139,25,1.835534488,0.15062602,-0.8221,1.869856346,"Sci Data 6, 143 (2019) - G4",2-methoxyphenol,COc1ccccc1O,G4,0.560291486,3
2-methylaniline,,,107.156,25,1.477832512,0.139982829,-0.853925235,1.5,"Sci Data 6, 143 (2019) - G4",2-methylaniline,Cc1ccccc1N,G4,0.59859566,4
2-methyloxirane,,,58.08,25,28.31541218,6.800964187,0.832570488,39.5,"Sci Data 6, 143 (2019) - G4",2-methyloxirane,CC1CO1,G4,0.715218145,3
2-nitroaniline,,,138.126,25,0.151223117,0.010964782,-1.96,0.151452147,"Sci Data 6, 143 (2019) - G4",2-nitroaniline,NC1=C(C=CC=C1)[N+]([O-])=O,G4,1.236031965,4
"2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid",,,296.153,25,0.000709995,2.39741E-05,-4.620257788,0.00071,"Sci Data 6, 143 (2019) - G4","2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid",OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,G4,0.676375108,5
